0,1,2,3,4
0.0032331814062779,0.0160847615904706,1.680836137752302,0.01,0.2166670547750396
0.0224215547737373,0.01,1.882671983594218,0.0050436915489254,0.2074247153136201
0.0171404387105677,0.01,1.8759398366260127,0.0083104839762297,0.2047740531652767
0.01,0.0053768515117859,1.697210038387622,0.01,0.207728342815169
0.0054340218159234,0.0115469867750997,1.667450414358273,0.0198283968650121,0.2124813224930337
0.0012102705823437,0.0104028491061967,1.8800517720758645,0.0172368169824203,0.1998132516028092
0.0026693120310586,0.0220681899908959,2.032349491108047,0.0109080407772641,0.2220806697834036
0.01,0.004686148734887,1.8141024828728327,0.0253562897225202,0.2134838433590044
0.01,0.01,1.7918743261999897,0.0068790819236873,0.2196602354341114
0.01,0.0190173714561576,1.9887626951588289,0.01,0.2030529195042546
0.0196087269224569,0.0039624019334341,1.7796507027774164,0.0133587204197312,0.1955981164927863
0.0164761427525057,0.0119264598729442,1.889927655460249,0.0067913365609472,0.2002564377519444
0.0073789549986836,0.0131627054998336,1.8448627117669316,0.01,0.1963128632986145
0.0202415617615872,0.01,1.6780431622710572,0.0015601574644953,0.2090744792584334
0.01,0.0147079106756053,1.8182954331745869,0.0049097885988406,0.2038109450463869
0.0321828543422273,0.0118002635765088,2.0668230004017283,0.0002783032292805,0.2084767388510665
0.0248112378786282,0.0256765725799265,1.8028795158031024,0.004591760398293,0.2023229330081197
0.0117476556155747,0.0123993483085981,1.7144276643586407,0.0108474142897623,0.2270276834393564
0.01,0.0014452179126573,1.84804677133403,0.0221802103482941,0.2155046944778807
0.0102596671391653,0.01,2.012748623331224,0.0013283525483158,0.2098245824161891
0.0238629403769092,0.0177200957546925,1.9524773408120075,0.0152770604534301,0.1981398928027629
0.0159499211944735,0.0226774423628841,1.9796739665190124,0.01,0.2134737395113445
0.0015763997833487,0.0254705178165318,1.6328657982546972,0.01,0.2068700881323754
0.0182781120710968,0.0113671446227772,2.0362479560089186,0.0023441632739383,0.2041507608333349
0.0053738994550902,0.0164240739305691,2.0055165021205488,0.0177413169798555,0.2058412731338884
0.0036613455516764,0.0174944990154911,1.942897048206916,0.01,0.2068976510316865
0.0194450022730732,0.0015016591733736,1.9091133993348903,0.0118066417755101,0.2063380508577105
0.0201620712176276,0.01,1.9080120376798817,0.01,0.1938388965083966
0.0089088047803868,0.0233089267936402,1.877883413957241,0.0190776835990376,0.1895852484225916
0.0127114615515415,0.01,1.636294283390182,0.0102109834461318,0.189915898562319
0.0089073036604401,0.0182331658611262,1.846996255321984,0.0001222875983393,0.2162045830334728
0.0013758452883368,0.0176380680571417,1.787138196081401,0.020384476481847,0.216160766541037
0.0096167457381433,0.02238229670337,1.7725206130969091,0.0053283674947096,0.2038654453178431
0.01,0.0170027307023286,1.789709253906086,0.012609555799361,0.2201919915857393
0.0168335362189707,0.0013589355684063,1.932034542404789,0.0126852223633246,0.21896455069411
0.0005112541547315,0.0010259470572934,1.7460348409750286,0.0111988275605576,0.1926203812970353
0.013981328302092,0.0008683094363777,1.84555710431577,0.0191436713422838,0.2170839863630222
0.0216428361803044,0.0163325865471725,1.853195970147863,0.0092480494394282,0.199807971657625
0.0050386046650819,0.0090383380786768,1.878795810937775,4.772909933997184e-05,0.217486936114443
0.0293013042974026,0.0131120859069334,1.7352039697076245,0.0090212203258302,0.2130700698901099
0.0007191422261208,0.0173595420329461,1.6714673748207782,0.01,0.2104643718252113
0.01,0.0093373894229585,1.9135698116687692,0.0096277426967959,0.2073238180967655
0.0183325310048773,0.01,1.7678870293296691,0.0240112696825506,0.2110187983258853
0.0084439206634247,0.0020232357958155,1.5174522678136702,0.01,0.214054440795136
0.0143973555561687,0.0319360821159407,1.8523141302777149,0.01,0.2037545392653438
0.0118632331275975,0.010846934231585,1.867499513549875,0.0024553556907577,0.2111639347687089
0.0139537365844263,0.0139918100159791,1.682190521492681,0.0088787199595064,0.2026233380284222
0.0162715549515903,0.0078101422425027,1.8193926864664949,0.0143514967212154,0.2139800771029066
0.0023579738503541,0.01,1.599382177585186,0.0070549090884325,0.1852999519590466
0.0162328779957476,0.01,1.7630161484387392,0.0188594457764156,0.2139638065561652
0.0239578431395542,0.0151195846896073,1.820983846048828,0.0086837890872261,0.2108999775362371
0.0160442680670848,0.0036712774055282,1.82764673674202,0.0077586927029253,0.2121368330837869
0.0104014050202946,0.0023247073683389,2.096177676828294,0.0115331043481692,0.1967647135996529
0.011082898716375,0.0183226006985689,1.8898678628951888,0.001065367958704,0.2107397101502932
0.0244688173524609,0.0047798088297311,1.8387779423504824,0.01,0.2079129063951241
0.0211337804449975,0.0145152709737861,1.5038752261216906,0.0043546062397351,0.2064981673856512
0.0058517168065669,0.01,1.772260383044877,0.01,0.1998748819774979
0.0081708886053824,0.0084991909958095,1.649929155475895,0.0099034264905592,0.2078789555520378
0.0186176475754534,0.0028417896125831,1.874639049291051,0.0062046143635519,0.2018399439687675
0.0150310700266761,0.000974598174969,1.7935838725536133,0.0286860374420089,0.2033275044144215
0.0154858536441604,0.0058617904261955,1.7925089459620778,0.0220549947263758,0.2149691909894975
0.0145968639971886,0.01,2.094971101222796,0.0232168162581738,0.2167697064877119
0.0205693111403866,0.0076569140862093,1.986975226502372,0.01,0.1893085805071458
0.0133075010428597,0.0085652056759471,1.7096237579331552,0.0208024868578503,0.2128946682440255
0.01,0.0184851758125653,1.8796811047020023,0.0006854106968597,0.2068827470766943
0.0187268768718654,0.0079140427360472,1.504653735994224,0.0141263044597275,0.191109243441997
0.0035527527955595,0.0087817695910908,1.708819105622795,0.0257903200095198,0.2209494271259503
0.0029802558618877,0.0163830903622865,1.5352092828467778,0.0093695818942254,0.2004375604851917
0.0087994052671981,0.0311565371879141,1.811405676749461,0.019803510159372,0.2097690972769092
0.0021185709962624,0.01,1.7530386799721147,0.0194171926632044,0.2124676157495982
0.01,0.0115013776749713,1.8789844033790508,0.01,0.2154737753604338
0.014365825104942,0.0120695309499217,1.7660208220380662,0.01,0.2174436100620838
0.0080876441086093,0.01,1.7908938092394855,0.0084251053138612,0.1922092016062525
0.0016033447154534,0.0121883079459067,1.9796376446602333,0.013595075815861,0.2033302822410696
0.0206100754528555,0.0100065638152382,1.837386022659947,0.001616553287915,0.2077507061886856
0.0006529389019364,0.0050282330121391,1.767245485990698,0.0123781979286838,0.2125896827624595
0.0137723864876132,0.0119930106216071,1.7893570309857894,0.0058088499218955,0.199490076740212
0.01,0.0084995223664874,1.847055786219472,0.0150380063411554,0.2153247693181444
0.0103659075352462,0.002249159288701,1.655646210716521,0.0028569424386888,0.219711012659461
0.01,0.0082602282555168,1.8413283867366763,0.01,0.2176542230353577
0.0076671451659129,0.031322878024766,1.7789884915047236,0.0070787417753348,0.2103089752707922
0.0082536249894151,0.0209559904876084,2.0435097872157155,0.0113849040588981,0.2025378197029899
0.0087638565774466,0.0019120299346359,1.5059295731441245,0.01,0.2141850105210766
0.0116736577431653,0.0160332387773736,1.490445233962394,0.0207168406752502,0.2054726018207466
0.0122024172781951,0.0132125310529599,1.73593508534125,0.0055455647130962,0.2131973041817348
0.0193757730214932,0.0143332203431321,1.7917330766453985,0.01,0.2164838498548834
0.0112465156468154,0.01,2.0927930593561617,0.01,0.2176501713877568
0.0114740814178647,0.01,1.9041268553709796,0.0092548394450412,0.2090259909148068
0.0105793172767799,0.0030986800027784,1.6843917987604198,0.0148169425557784,0.1911553430000276
0.0132142723746461,0.0163744243376569,1.736725753721506,0.0123986270381916,0.2245099256830032
0.0189400573513406,0.01,1.8367512159562,0.0017649616218912,0.211726288529587
